tuoi,thu_nhap_trieu,so_lan_mua_truoc,so_ngay_tu_lan_mua_cuoi,diem_tin_dung,kenh_tiep_can,khu_vuc,mua_hang
23,32.7,13,207,609.0,sms,mien_trung,1
61,37.8,11,190,776.0,quang_cao,mien_bac,1
43,34.3,11,226,302.0,sms,mien_trung,0
34,11.3,13,144,645.0,goi_dien,mien_nam,1
47,40.4,0,31,659.0,quang_cao,mien_trung,0
47,17.6,14,302,665.0,quang_cao,mien_trung,0
68,8.4,12,195,623.0,quang_cao,mien_nam,0
32,50.9,1,108,801.0,goi_dien,mien_trung,1
37,50.0,15,184,535.0,sms,mien_bac,1
48,28.8,14,58,837.0,sms,mien_nam,1
66,58.0,15,249,412.0,goi_dien,mien_trung,1
57,53.8,17,305,432.0,sms,mien_nam,0
33,24.5,8,229,497.0,email,mien_bac,0
33,19.2,20,221,540.0,email,mien_bac,1
69,6.4,4,26,525.0,sms,mien_bac,0
51,12.2,3,116,640.0,quang_cao,mien_nam,0
30,58.0,19,23,581.0,quang_cao,mien_bac,1
27,44.7,20,128,675.0,quang_cao,mien_nam,1
61,36.6,14,263,552.0,quang_cao,mien_nam,0
24,9.9,11,187,717.0,goi_dien,mien_nam,1
48,43.3,9,141,595.0,quang_cao,mien_nam,1
21,48.3,17,347,687.0,quang_cao,mien_nam,0
56,5.1,4,6,446.0,email,mien_bac,0
46,45.8,3,195,573.0,sms,mien_trung,0
28,54.2,18,234,748.0,email,mien_bac,1
30,20.2,16,216,417.0,sms,mien_bac,0
35,53.2,0,124,463.0,sms,mien_nam,0
40,27.6,2,338,473.0,goi_dien,mien_nam,0
62,33.9,20,48,773.0,sms,mien_nam,1
25,17.7,16,174,641.0,email,mien_nam,1
27,43.3,5,261,336.0,sms,mien_trung,0
55,41.1,6,354,480.0,email,mien_trung,0
40,16.4,12,320,589.0,email,mien_bac,0
70,21.7,0,205,351.0,goi_dien,mien_nam,0
18,48.0,3,20,334.0,email,mien_trung,0
42,53.0,16,253,442.0,sms,mien_trung,0
47,26.7,16,224,517.0,email,mien_trung,1
36,9.5,8,191,573.0,sms,mien_trung,0
59,47.1,7,222,362.0,quang_cao,mien_trung,0
20,25.7,16,80,737.0,email,mien_bac,1
39,44.4,12,348,452.0,email,mien_trung,0
60,55.8,13,307,625.0,quang_cao,mien_nam,0
67,58.6,1,144,846.0,sms,mien_nam,0
35,48.9,1,145,370.0,sms,mien_nam,0
58,37.4,10,209,731.0,quang_cao,mien_trung,0
29,5.3,5,226,813.0,sms,mien_bac,0
29,34.8,10,157,754.0,quang_cao,mien_nam,1
39,16.8,11,245,698.0,goi_dien,mien_bac,1
43,17.2,0,16,453.0,email,mien_nam,0
25,53.3,0,268,786.0,sms,mien_trung,0
30,39.9,11,242,465.0,quang_cao,mien_trung,0
37,23.8,11,346,849.0,sms,mien_trung,0
20,21.2,7,274,571.0,email,mien_trung,0
34,35.7,8,101,353.0,quang_cao,mien_nam,0
57,56.2,20,57,723.0,email,mien_bac,1
35,58.6,14,24,588.0,email,mien_trung,1
46,51.5,0,61,606.0,quang_cao,mien_trung,0
23,8.4,12,10,812.0,sms,mien_bac,1
43,35.6,15,276,482.0,goi_dien,mien_trung,1
41,49.4,4,126,549.0,sms,mien_nam,0
34,10.2,1,291,839.0,quang_cao,mien_nam,0
63,25.0,17,64,685.0,quang_cao,mien_nam,1
29,51.4,8,31,762.0,sms,mien_trung,1
67,34.4,2,2,769.0,quang_cao,mien_bac,1
44,47.9,11,312,421.0,email,mien_trung,0
67,56.8,18,106,572.0,goi_dien,mien_trung,1
54,8.7,11,322,482.0,email,mien_trung,0
31,22.4,17,251,841.0,email,mien_nam,1
22,33.7,16,102,390.0,email,mien_bac,1
25,25.4,20,66,580.0,quang_cao,mien_bac,1
22,30.1,8,349,644.0,email,mien_trung,0
39,32.5,5,120,441.0,goi_dien,mien_trung,0
37,13.0,17,358,340.0,quang_cao,mien_bac,0
43,4.7,7,217,575.0,quang_cao,mien_bac,0
56,22.4,6,253,675.0,quang_cao,mien_nam,0
29,6.5,19,139,602.0,quang_cao,mien_trung,1
55,52.0,1,198,318.0,quang_cao,mien_nam,0
48,30.7,17,173,616.0,sms,mien_trung,1
26,6.2,12,31,461.0,email,mien_bac,1
24,17.7,15,283,353.0,goi_dien,mien_bac,0
51,4.7,7,254,631.0,sms,mien_nam,0
70,37.2,6,252,812.0,quang_cao,mien_bac,0
40,25.0,20,99,818.0,quang_cao,mien_trung,1
63,45.1,10,41,411.0,email,mien_bac,1
43,29.0,7,289,801.0,quang_cao,mien_trung,0
53,48.9,4,344,381.0,sms,mien_trung,0
52,55.9,15,44,749.0,sms,mien_bac,1
33,18.1,4,109,377.0,email,mien_trung,0
70,43.4,20,319,625.0,goi_dien,mien_nam,1
43,20.4,7,63,435.0,email,mien_bac,1
46,26.7,9,87,601.0,sms,mien_nam,1
24,58.3,11,45,591.0,goi_dien,mien_trung,1
43,59.2,0,279,761.0,sms,mien_bac,0
57,59.9,12,31,725.0,sms,mien_nam,1
23,13.2,10,255,721.0,goi_dien,mien_bac,0
19,12.5,16,84,715.0,quang_cao,mien_bac,1
21,43.7,5,38,309.0,sms,mien_nam,0
54,27.0,0,8,641.0,quang_cao,mien_bac,0
21,40.5,16,96,404.0,quang_cao,mien_bac,1
19,19.6,4,68,814.0,quang_cao,mien_nam,1
64,34.6,5,219,827.0,sms,mien_trung,0
23,22.5,0,99,701.0,quang_cao,mien_trung,0
40,37.0,20,329,845.0,email,mien_bac,1
70,29.3,3,247,646.0,goi_dien,mien_bac,0
27,29.1,13,57,323.0,quang_cao,mien_nam,1
57,18.4,1,259,805.0,quang_cao,mien_bac,0
27,37.8,19,30,562.0,sms,mien_bac,1
45,38.1,2,6,797.0,quang_cao,mien_bac,1
56,6.1,1,244,664.0,email,mien_bac,0
18,44.6,5,336,466.0,sms,mien_bac,0
32,13.5,14,188,565.0,quang_cao,mien_trung,0
32,32.4,6,194,801.0,quang_cao,mien_trung,0
20,8.1,14,197,448.0,email,mien_bac,0
43,48.4,14,205,436.0,quang_cao,mien_trung,0
62,42.6,14,185,385.0,goi_dien,mien_trung,1
34,27.7,18,116,449.0,sms,mien_trung,1
64,47.6,16,283,441.0,goi_dien,mien_nam,1
41,30.3,0,346,498.0,sms,mien_trung,0
54,21.5,19,267,530.0,quang_cao,mien_nam,1
19,45.4,3,6,776.0,quang_cao,mien_trung,1
27,47.9,9,181,580.0,quang_cao,mien_bac,0
42,53.4,7,99,561.0,sms,mien_trung,1
54,28.1,12,231,640.0,quang_cao,mien_bac,0
69,16.6,6,93,683.0,goi_dien,mien_nam,1
44,32.3,14,125,815.0,sms,mien_nam,1
34,55.2,7,300,599.0,email,mien_trung,0
46,10.8,13,29,623.0,email,mien_trung,1
66,58.2,9,288,503.0,email,mien_nam,0
54,44.4,6,356,505.0,sms,mien_trung,0
53,44.4,9,138,782.0,goi_dien,mien_nam,1
70,50.1,18,81,830.0,quang_cao,mien_nam,1
35,51.6,10,338,405.0,email,mien_bac,0
70,29.6,20,143,800.0,email,mien_trung,1
36,14.1,1,270,843.0,email,mien_trung,0
19,38.8,5,50,360.0,email,mien_nam,0
34,31.1,12,339,500.0,sms,mien_trung,0
53,28.7,8,362,561.0,email,mien_nam,0
43,59.0,9,22,450.0,goi_dien,mien_nam,1
28,52.9,12,140,808.0,goi_dien,mien_bac,1
34,13.2,0,224,826.0,goi_dien,mien_bac,0
60,51.4,2,329,459.0,sms,mien_nam,0
25,36.3,2,181,643.0,quang_cao,mien_nam,0
65,55.9,11,17,328.0,goi_dien,mien_trung,1
42,20.8,13,269,329.0,goi_dien,mien_trung,0
36,34.8,15,264,,quang_cao,mien_nam,0
24,43.3,9,222,338.0,quang_cao,mien_nam,0
27,6.8,18,182,450.0,goi_dien,mien_trung,1
52,12.6,14,333,690.0,quang_cao,mien_nam,0
51,37.3,0,314,562.0,quang_cao,mien_trung,0
56,5.3,6,192,832.0,sms,mien_bac,0
60,22.8,4,193,625.0,quang_cao,mien_trung,0
34,39.5,5,166,596.0,goi_dien,mien_nam,0
58,54.0,18,349,721.0,sms,mien_nam,1
66,23.3,6,49,774.0,quang_cao,mien_nam,1
43,22.0,7,32,466.0,goi_dien,mien_bac,1
34,9.6,10,291,768.0,sms,mien_trung,0
37,38.3,13,175,655.0,quang_cao,mien_nam,1
18,16.7,10,311,478.0,email,mien_bac,0
55,8.2,11,33,502.0,email,mien_bac,1
67,28.7,10,85,470.0,quang_cao,mien_trung,0
62,59.1,20,274,581.0,email,mien_nam,1
45,6.6,18,166,815.0,quang_cao,mien_bac,1
28,48.8,14,136,618.0,quang_cao,mien_trung,1
30,38.5,11,56,443.0,email,mien_trung,1
66,49.4,4,190,414.0,sms,mien_trung,0
19,43.8,20,170,849.0,email,mien_trung,1
65,42.6,11,25,426.0,quang_cao,mien_trung,1
38,38.3,0,165,651.0,goi_dien,mien_nam,0
42,8.6,16,320,528.0,goi_dien,mien_nam,0
49,24.0,0,124,646.0,sms,mien_trung,0
61,49.7,20,331,836.0,quang_cao,mien_trung,1
68,39.7,20,202,597.0,quang_cao,mien_nam,1
56,25.8,5,160,425.0,quang_cao,mien_nam,0
21,53.7,17,235,349.0,goi_dien,mien_nam,1
34,50.4,10,316,539.0,goi_dien,mien_nam,0
59,18.6,17,135,561.0,,mien_nam,1
43,32.3,11,53,681.0,email,mien_nam,1
54,38.3,13,285,505.0,goi_dien,mien_nam,0
66,25.2,11,158,454.0,goi_dien,mien_nam,1
55,44.3,17,324,758.0,quang_cao,mien_bac,1
61,9.7,17,182,754.0,email,mien_bac,1
33,45.7,2,95,565.0,sms,mien_bac,0
70,43.8,4,264,786.0,sms,mien_trung,0
47,58.9,19,350,345.0,email,mien_bac,0
61,21.2,6,127,508.0,goi_dien,mien_bac,0
37,48.9,5,289,808.0,email,mien_trung,0
38,15.1,11,266,650.0,goi_dien,mien_trung,0
18,48.0,1,64,424.0,goi_dien,mien_trung,0
36,43.6,2,237,772.0,goi_dien,mien_nam,0
44,24.2,1,302,759.0,goi_dien,mien_nam,0
40,29.5,0,331,573.0,quang_cao,mien_nam,0
24,35.1,2,44,323.0,goi_dien,mien_nam,0
45,48.9,13,360,381.0,goi_dien,mien_trung,0
62,41.5,10,103,603.0,email,mien_trung,1
41,48.9,17,311,710.0,goi_dien,mien_trung,1
41,43.8,7,311,,quang_cao,mien_nam,0
61,40.8,20,121,763.0,email,mien_trung,1
52,50.1,12,345,617.0,email,mien_nam,0
39,16.2,15,237,579.0,sms,mien_nam,1
19,10.3,20,284,538.0,quang_cao,mien_bac,1
18,22.8,14,191,449.0,email,mien_trung,1
57,8.5,10,175,728.0,sms,mien_trung,0
24,29.6,11,157,499.0,email,mien_trung,1
21,19.1,0,241,677.0,email,mien_trung,0
43,12.2,10,70,740.0,sms,mien_nam,1
40,10.8,18,357,593.0,email,mien_trung,0
39,15.9,1,178,538.0,sms,mien_trung,0
53,38.8,14,13,474.0,sms,mien_trung,1
46,38.0,12,146,689.0,sms,mien_bac,1
60,10.6,11,201,530.0,goi_dien,mien_nam,1
29,41.3,12,236,644.0,goi_dien,mien_nam,1
30,34.9,15,17,588.0,email,mien_nam,1
66,34.3,12,122,631.0,goi_dien,mien_trung,1
42,33.1,15,168,589.0,quang_cao,mien_nam,1
23,10.5,16,228,824.0,quang_cao,mien_bac,1
29,22.0,8,242,502.0,email,mien_nam,0
37,32.4,7,4,334.0,email,mien_trung,1
50,16.3,19,311,391.0,email,mien_trung,0
66,30.3,11,40,563.0,quang_cao,mien_bac,1
39,26.7,16,78,746.0,quang_cao,mien_trung,1
37,33.2,10,243,478.0,email,mien_bac,0
51,15.2,5,84,570.0,quang_cao,mien_bac,0
28,27.2,16,293,728.0,quang_cao,mien_nam,1
62,53.8,7,139,619.0,goi_dien,mien_nam,1
61,9.1,15,275,678.0,quang_cao,mien_trung,0
68,10.8,11,100,600.0,email,mien_bac,1
59,55.4,0,66,501.0,email,mien_bac,0
68,53.2,8,144,780.0,goi_dien,mien_trung,1
20,46.9,2,298,722.0,email,mien_nam,0
56,8.4,7,69,565.0,sms,mien_bac,0
54,6.6,18,280,718.0,sms,mien_bac,1
32,38.9,5,62,663.0,email,mien_bac,1
52,7.6,2,4,801.0,sms,mien_bac,1
30,22.6,13,340,544.0,email,mien_nam,0
35,4.7,18,74,741.0,sms,mien_trung,1
57,38.7,19,259,733.0,quang_cao,mien_nam,1
31,33.6,20,215,842.0,quang_cao,mien_nam,1
55,53.7,20,257,706.0,goi_dien,mien_bac,1
30,18.7,14,183,542.0,goi_dien,mien_trung,1
28,4.5,6,209,808.0,goi_dien,mien_bac,0
29,12.6,20,140,305.0,quang_cao,mien_trung,1
70,11.6,3,303,483.0,sms,mien_bac,0
41,12.9,0,322,605.0,email,mien_trung,0
33,7.2,20,42,591.0,goi_dien,mien_bac,1
39,59.8,7,80,319.0,email,mien_nam,1
41,52.3,6,74,727.0,email,mien_bac,1
57,29.0,8,199,449.0,quang_cao,mien_bac,0
70,13.0,20,332,314.0,email,mien_nam,0
33,18.2,6,164,636.0,goi_dien,mien_trung,0
33,5.2,2,268,605.0,quang_cao,mien_trung,0
18,7.3,11,133,844.0,sms,mien_trung,1
24,34.2,5,342,781.0,quang_cao,mien_trung,0
22,18.7,18,290,759.0,email,mien_bac,1
43,49.6,8,43,620.0,goi_dien,mien_trung,1
54,21.0,13,51,342.0,email,mien_trung,1
47,14.0,0,40,697.0,email,mien_nam,0
28,21.8,12,321,547.0,goi_dien,mien_trung,0
39,14.8,9,211,505.0,goi_dien,mien_nam,0
46,15.6,5,167,469.0,sms,mien_trung,0
37,18.8,13,15,325.0,email,mien_nam,1
60,8.0,15,87,820.0,sms,mien_bac,1
50,37.2,15,71,433.0,quang_cao,mien_nam,1
57,48.6,16,80,482.0,goi_dien,mien_trung,1
36,46.1,20,251,607.0,email,mien_bac,1
51,5.8,2,337,776.0,sms,mien_bac,0
33,54.6,18,202,629.0,sms,mien_bac,1
33,39.9,13,229,404.0,email,mien_trung,0
63,23.5,4,345,355.0,sms,mien_bac,0
37,59.4,10,329,745.0,sms,mien_nam,1
67,13.9,12,243,743.0,sms,mien_nam,0
60,33.2,0,180,,goi_dien,mien_bac,0
30,42.8,4,47,325.0,quang_cao,mien_bac,0
54,53.7,8,276,470.0,sms,mien_trung,0
23,38.0,4,159,338.0,email,mien_bac,0
59,57.9,16,234,762.0,email,mien_trung,1
48,40.6,14,320,551.0,quang_cao,mien_bac,0
27,43.2,2,29,342.0,quang_cao,mien_bac,0
20,31.6,13,78,503.0,goi_dien,mien_nam,1
24,39.5,5,343,739.0,sms,mien_nam,0
31,42.2,9,46,474.0,email,mien_bac,1
26,13.1,11,326,545.0,quang_cao,mien_nam,0
69,34.0,2,62,793.0,email,mien_nam,1
54,54.9,15,159,406.0,quang_cao,mien_bac,1
31,6.2,4,355,682.0,sms,mien_bac,0
35,13.4,10,276,475.0,quang_cao,mien_nam,0
22,14.5,7,236,615.0,sms,mien_trung,0
41,45.6,10,172,609.0,goi_dien,mien_trung,1
70,8.8,19,337,774.0,sms,mien_trung,1
41,37.8,5,125,485.0,quang_cao,mien_trung,0
40,7.2,20,156,536.0,sms,mien_nam,1
61,20.9,5,145,406.0,email,mien_nam,0
32,39.0,5,212,735.0,email,mien_bac,0
42,18.1,18,109,781.0,email,mien_nam,1
30,16.2,1,87,349.0,sms,mien_nam,0
67,46.1,2,202,529.0,email,mien_trung,0
67,18.9,3,97,500.0,goi_dien,mien_bac,0
44,15.1,8,64,652.0,goi_dien,mien_trung,1
29,48.7,19,47,697.0,goi_dien,mien_trung,1
22,37.4,3,199,432.0,sms,mien_bac,0
36,59.3,20,149,319.0,goi_dien,mien_bac,1
53,50.7,11,108,328.0,sms,mien_bac,1
33,12.1,0,263,769.0,quang_cao,mien_trung,0
53,35.6,6,87,641.0,quang_cao,mien_bac,0
62,36.3,7,309,424.0,sms,mien_nam,0
24,54.8,15,22,478.0,email,mien_nam,1
34,58.2,5,235,527.0,goi_dien,mien_trung,0
70,27.5,1,273,797.0,quang_cao,mien_bac,0
60,37.3,2,257,819.0,sms,mien_bac,0
65,24.5,7,191,566.0,goi_dien,mien_trung,0
36,28.9,2,244,541.0,goi_dien,mien_trung,0
44,31.3,1,208,457.0,sms,mien_trung,0
25,17.1,4,103,681.0,sms,mien_bac,0
57,14.1,15,87,527.0,email,mien_bac,1
46,20.3,19,299,838.0,quang_cao,mien_bac,1
44,24.5,,311,745.0,sms,mien_bac,0
40,24.8,6,196,602.0,quang_cao,mien_nam,0
30,29.8,11,204,371.0,sms,mien_trung,0
61,29.1,11,117,439.0,email,mien_bac,1
27,39.4,16,315,766.0,goi_dien,mien_trung,1
45,55.4,17,156,656.0,goi_dien,mien_nam,1
29,4.8,8,263,488.0,sms,mien_trung,0
50,34.8,0,18,471.0,quang_cao,mien_nam,0
23,56.5,0,275,454.0,sms,mien_nam,0
44,43.8,18,165,726.0,goi_dien,mien_trung,1
61,6.6,18,307,773.0,sms,mien_bac,1
66,33.3,11,109,446.0,goi_dien,mien_trung,1
42,36.0,12,39,373.0,sms,mien_bac,1
48,45.5,13,289,334.0,email,mien_trung,0
28,59.0,3,55,480.0,email,mien_nam,1
41,34.0,10,19,370.0,sms,mien_nam,1
19,35.4,20,48,373.0,goi_dien,mien_nam,1
54,42.4,1,219,740.0,goi_dien,mien_bac,0
60,35.7,9,126,516.0,sms,mien_trung,0
37,13.5,14,252,468.0,email,mien_nam,0
63,30.5,20,332,462.0,goi_dien,mien_nam,1
41,27.9,5,327,701.0,sms,mien_bac,0
28,15.4,18,299,317.0,sms,mien_trung,0
44,25.6,2,256,355.0,goi_dien,mien_bac,0
62,48.4,7,49,644.0,goi_dien,mien_trung,1
63,45.3,10,53,411.0,quang_cao,mien_bac,1
66,35.0,15,361,447.0,goi_dien,mien_trung,0
59,9.6,15,241,660.0,sms,mien_bac,1
41,37.8,20,59,300.0,email,mien_bac,1
57,9.9,5,149,505.0,quang_cao,mien_nam,0
23,49.3,3,17,788.0,email,mien_bac,1
51,45.1,13,215,475.0,sms,mien_trung,0
63,9.7,6,357,718.0,quang_cao,mien_trung,0
54,10.7,9,175,568.0,email,mien_bac,0
41,14.5,20,38,543.0,quang_cao,mien_trung,1
37,52.3,15,27,817.0,sms,mien_nam,1
46,44.0,15,246,358.0,goi_dien,mien_bac,1
30,28.3,12,55,674.0,email,mien_trung,1
55,22.0,7,243,747.0,sms,mien_nam,0
19,52.8,15,233,389.0,email,mien_nam,1
61,25.0,12,169,545.0,quang_cao,mien_bac,0
40,32.2,19,225,558.0,quang_cao,mien_nam,1
52,12.7,13,24,346.0,sms,mien_trung,1
34,25.7,7,286,775.0,email,mien_bac,0
69,53.2,14,20,534.0,sms,mien_trung,1
45,58.7,12,56,310.0,email,mien_trung,1
56,34.4,9,351,383.0,email,mien_nam,0
34,16.4,14,84,798.0,email,mien_trung,1
68,15.7,6,141,586.0,goi_dien,mien_nam,0
68,59.5,5,219,733.0,sms,mien_trung,0
63,16.1,12,3,403.0,quang_cao,mien_nam,1
36,49.1,3,8,638.0,quang_cao,mien_nam,1
33,13.1,6,220,415.0,quang_cao,mien_nam,0
44,5.5,6,7,607.0,email,mien_bac,0
63,56.3,18,248,438.0,email,mien_bac,1
45,4.2,1,6,794.0,email,mien_bac,1
50,5.8,1,71,397.0,goi_dien,mien_trung,0
52,26.0,8,16,624.0,quang_cao,mien_nam,1
33,40.4,8,60,821.0,goi_dien,mien_nam,1
55,49.0,12,260,625.0,email,mien_nam,1
64,33.1,12,267,691.0,sms,mien_bac,0
66,44.4,6,160,373.0,quang_cao,mien_nam,0
27,29.0,12,332,353.0,goi_dien,mien_nam,0
42,41.0,17,232,687.0,quang_cao,mien_trung,1
47,8.8,15,56,594.0,goi_dien,mien_trung,1
41,18.6,0,130,428.0,sms,mien_trung,0
61,51.8,9,155,780.0,email,mien_nam,0
41,28.6,15,58,316.0,sms,mien_trung,1
41,53.6,2,203,585.0,sms,mien_nam,0
35,39.1,10,322,654.0,sms,mien_bac,0
24,29.1,16,210,496.0,quang_cao,mien_trung,0
63,58.6,3,42,840.0,goi_dien,mien_nam,1
27,12.3,18,203,465.0,quang_cao,mien_trung,1
26,47.8,15,148,433.0,quang_cao,mien_trung,1
32,24.8,8,116,336.0,quang_cao,mien_trung,0
44,46.6,3,327,360.0,email,mien_trung,0
30,5.3,10,39,685.0,sms,mien_trung,1
67,49.2,4,215,815.0,quang_cao,mien_nam,0
36,23.7,18,182,522.0,email,mien_nam,1
22,43.6,5,46,389.0,quang_cao,mien_bac,0
21,22.1,7,208,731.0,quang_cao,mien_trung,0
23,31.0,8,257,631.0,sms,mien_nam,0
60,9.1,16,116,558.0,goi_dien,mien_nam,1
59,50.8,4,164,444.0,quang_cao,mien_nam,0
49,24.2,6,161,522.0,sms,mien_nam,0
56,31.5,3,210,415.0,goi_dien,mien_nam,0
69,35.8,15,19,562.0,email,mien_nam,1
46,28.9,2,16,849.0,email,mien_trung,1
65,51.8,2,272,605.0,quang_cao,mien_trung,0
48,5.7,5,6,620.0,sms,mien_trung,1
33,33.6,1,124,769.0,sms,mien_trung,0
49,14.4,6,225,464.0,sms,mien_bac,0
49,15.0,12,316,833.0,email,mien_nam,0
49,57.7,8,279,582.0,email,mien_bac,0
45,5.8,18,359,566.0,sms,mien_nam,0
47,25.1,3,113,692.0,email,mien_trung,0
47,32.3,15,279,661.0,goi_dien,mien_trung,1
49,56.0,1,195,728.0,goi_dien,mien_bac,0
42,16.1,20,171,489.0,goi_dien,mien_nam,1
18,14.5,11,360,732.0,email,mien_trung,0
40,34.2,11,94,593.0,email,,0
47,4.7,1,329,672.0,email,mien_nam,0
55,59.5,14,145,667.0,quang_cao,mien_bac,1
44,34.0,13,251,503.0,sms,mien_bac,0
46,39.1,5,275,728.0,quang_cao,mien_bac,0
56,19.5,7,261,570.0,quang_cao,mien_bac,0
25,44.7,14,113,496.0,quang_cao,mien_trung,1
49,34.6,18,100,600.0,quang_cao,mien_trung,1
38,54.1,12,211,711.0,sms,mien_bac,1
60,19.8,6,354,619.0,quang_cao,mien_bac,0
40,35.1,15,259,611.0,quang_cao,mien_bac,0
24,29.0,15,295,706.0,email,mien_nam,1
41,11.4,13,32,321.0,goi_dien,mien_nam,1
46,15.4,5,181,456.0,goi_dien,mien_bac,0
19,41.4,13,78,328.0,sms,mien_trung,1
50,57.3,10,139,820.0,email,mien_bac,1
23,33.3,16,40,550.0,sms,mien_trung,1
46,4.7,14,68,810.0,sms,mien_trung,1
36,53.0,2,262,374.0,sms,mien_trung,0
23,48.4,3,164,600.0,sms,mien_nam,0
67,17.7,3,9,506.0,email,mien_nam,1
56,31.4,19,21,798.0,email,mien_bac,1
56,35.4,1,340,561.0,quang_cao,mien_nam,0
44,40.7,2,107,481.0,email,mien_trung,0
30,32.8,13,149,356.0,sms,mien_trung,0
68,11.8,20,21,647.0,email,mien_trung,1
68,54.8,14,61,748.0,goi_dien,mien_nam,1
34,59.6,1,348,601.0,sms,mien_bac,0
37,36.2,8,228,515.0,goi_dien,mien_trung,0
70,11.5,3,202,787.0,email,mien_trung,0
41,40.4,7,284,748.0,goi_dien,mien_bac,0
29,20.9,17,213,612.0,quang_cao,mien_trung,1
69,26.5,19,66,661.0,sms,mien_nam,1
69,6.5,1,89,774.0,email,mien_bac,0
53,36.4,9,259,457.0,email,mien_trung,0
18,49.7,1,157,565.0,sms,mien_trung,0
41,15.6,4,52,379.0,email,mien_bac,0
32,34.3,0,278,633.0,sms,mien_bac,0
51,17.9,2,340,482.0,email,mien_nam,0
42,25.4,8,103,368.0,quang_cao,mien_bac,0
19,25.8,12,213,514.0,quang_cao,mien_trung,0
62,24.7,9,343,351.0,sms,mien_nam,0
61,45.5,3,59,824.0,quang_cao,mien_trung,1
40,38.8,6,258,734.0,sms,mien_trung,0
27,19.0,3,355,325.0,email,mien_trung,0
66,41.3,19,254,527.0,goi_dien,mien_bac,1
32,44.4,10,342,394.0,sms,mien_trung,0
53,47.9,8,71,844.0,goi_dien,mien_trung,1
51,44.1,18,56,434.0,sms,mien_trung,1
36,57.5,7,118,359.0,quang_cao,mien_trung,0
25,38.9,13,124,632.0,sms,mien_trung,1
48,8.8,8,291,350.0,quang_cao,mien_bac,0
66,16.8,18,347,590.0,sms,mien_nam,0
55,27.6,16,298,722.0,email,mien_bac,1
55,43.5,19,238,442.0,sms,mien_nam,1
27,28.9,3,302,611.0,goi_dien,mien_trung,0
26,48.1,4,117,501.0,sms,mien_bac,0
58,53.1,10,311,730.0,email,mien_trung,0
65,23.6,19,356,808.0,email,mien_nam,1
25,19.8,5,80,732.0,quang_cao,mien_bac,0
24,14.5,0,102,361.0,sms,mien_trung,0
38,50.5,17,244,773.0,goi_dien,mien_nam,1
69,28.3,8,225,700.0,email,mien_nam,0
58,41.9,7,84,764.0,sms,mien_bac,1
45,16.2,19,247,727.0,email,mien_nam,1
57,30.7,2,76,429.0,quang_cao,mien_bac,0
49,14.7,18,312,815.0,sms,mien_bac,1
37,35.8,3,260,679.0,email,mien_trung,0
63,27.1,12,171,827.0,email,mien_trung,1
22,44.7,5,159,341.0,email,mien_bac,0
62,48.2,12,151,843.0,sms,mien_nam,1
24,4.9,3,276,448.0,quang_cao,mien_bac,0
55,25.9,8,67,768.0,sms,mien_nam,1
51,27.3,5,97,832.0,email,mien_nam,1
40,56.2,9,270,555.0,quang_cao,mien_bac,0
31,53.0,15,147,501.0,goi_dien,mien_bac,1
56,7.4,19,14,594.0,email,mien_nam,1
21,15.2,2,106,304.0,sms,mien_nam,0
57,5.9,16,279,348.0,sms,mien_nam,0
64,44.2,6,150,574.0,sms,mien_trung,0
70,37.5,1,257,684.0,goi_dien,mien_bac,0
19,53.2,3,157,544.0,quang_cao,mien_nam,0
34,47.0,17,240,328.0,email,mien_nam,1
43,40.8,8,184,356.0,sms,mien_nam,0
64,4.9,18,209,637.0,goi_dien,mien_bac,1
60,20.3,20,277,813.0,sms,mien_trung,1
45,38.8,13,276,414.0,goi_dien,mien_nam,0
70,20.4,6,95,491.0,email,mien_bac,0
60,53.0,16,50,748.0,goi_dien,mien_trung,1
63,15.6,4,361,704.0,sms,mien_bac,0
32,26.9,8,72,302.0,sms,mien_nam,0
55,11.9,1,202,709.0,goi_dien,mien_trung,0
57,27.7,18,59,829.0,quang_cao,mien_nam,1
60,42.1,3,198,836.0,email,mien_trung,0
61,51.4,19,169,670.0,sms,mien_nam,1
35,4.1,8,55,610.0,quang_cao,mien_bac,1
61,14.3,7,107,501.0,quang_cao,mien_bac,0
49,10.6,20,286,778.0,sms,mien_nam,1
19,58.7,2,164,398.0,goi_dien,mien_trung,0
39,16.3,5,340,621.0,quang_cao,mien_bac,0
40,53.9,2,18,352.0,email,mien_trung,0
69,5.8,6,24,428.0,goi_dien,mien_nam,1
58,29.9,6,304,572.0,,mien_trung,0
33,22.0,11,18,745.0,sms,mien_bac,1
30,11.5,4,113,414.0,email,mien_trung,0
68,44.6,12,341,801.0,email,mien_bac,0
55,56.6,2,264,754.0,goi_dien,mien_trung,0
62,10.5,12,179,451.0,email,mien_trung,0
62,53.9,1,64,,quang_cao,mien_bac,0
70,48.1,20,238,773.0,quang_cao,mien_trung,1
33,26.2,11,306,403.0,goi_dien,mien_bac,0
23,42.4,7,145,354.0,goi_dien,mien_bac,0
41,28.2,12,80,655.0,goi_dien,mien_nam,1
25,15.5,0,241,770.0,goi_dien,mien_bac,0
26,45.0,20,363,407.0,sms,mien_bac,0
67,37.8,12,176,526.0,email,mien_nam,1
25,50.3,0,263,850.0,quang_cao,mien_trung,0
29,21.9,17,87,769.0,sms,mien_nam,1
29,34.7,17,171,833.0,quang_cao,mien_trung,1
